TEXT,emoji,class
"Our spidey senses were tingling, if you know what I mean #Spiderman #marvel #disney…
",😜,2
"The US client roadshow continues . First stop to Florida to see @user complete. What an…
",🇺🇸,0
"Killed chest , tris, and abs... @ French Riviera Fitness Louisiana
",😜,2
"it's the most wonderful time of the year @ St Nicholas Orthodox Church
",🎄,1
"Thank you #detroit! This year... B#pistons vs #pacers #goodnight @ Little Caesars Arena
",🇺🇸,0
"Merry Christmas! @ CIA Headquarters - Langley, Virginia
",🎄,1
"Happy Independence Day #merica @ Kaboom Town
",🇺🇸,0
"How about them skins @ FedEx Field
",😜,2
"@ Venice Beach Ocean Front Walk
",🇺🇸,0
"Time to celebrate the 4th Will and his buddies @user
",🇺🇸,0
"Gotta stay silly. ::::::#blogger#theloft#goodvibeswall #natutalchic #protectivestyles…
",😜,2
"• was so pumped about this hat • 12.29.16 (s/o to @user for the picture) @ Sheraton…
",🎄,1
"Hope you had a good birthday, America @ North Higgins Lake State…
",🇺🇸,0
"#florida #7 @ NBC Sports Grill &amp; Brew Universal City Walk
",🇺🇸,0
"HAPPY BIRTHDAY TO MY BESTIE @user I'm always so so proud…
",😜,2
"Merry Christmas @ Cobble Creek Apartment Community
",🎄,1
"Happy Holidays from us to you! |12.17.16| @ Corona, California
",🎄,1
"Open 10-3 today for your last minute gift shopping #lastminutegifts #shoplocal #shopsmall…
",🎄,1
"No fast food tonight @ Baltimore, Maryland
",😜,2
"Working on this gorgeous tree today! #Christmasiscoming #wedoitall #orlandofloral…
",🎄,1
"Merry Christmas from the Browns @ Chelsea, Manhattan
",🎄,1
"tbh I only like my track pics but pick your fave @ Tracy Moore…
",😜,2
"It’s that time of year #christkindlmarket #chicago @ Christkindlmarket Chicago
",🎄,1
"So...there’s a war on Christmas? Somebody ought to tell the folks around the Christmas tree…
",🎄,1
"Christmas came early @ Rolfs Bar &amp; Restaurant
",🎄,1
"Happy thanks giving! #usa2017 @ San Diego, California
",🇺🇸,0
"At stanhywet looking at Christmas lights with the lady. @ Stan Hywet Hall &amp; Gardens
",🎄,1
"Happy Independance Day !! Kamiko Sushi Bar will be CLOSED for July 4th in both locations and…
",🇺🇸,0
"#SLANewYork holiday networking luncheon (@ Cafeteria in New York, NY)
",🎄,1
"Sweeeet price drops on PB Blondies &amp; Choco Delight Brownies! #comegetsome @ SPARC
",😜,2
"The Brass Tap on a Friday sounds good to me. @ The Brass Tap - Trinity
",😜,2
"You made walking 18 holes in the Texas heat alright I guess …
",😜,2
"Happy 4th everyone! @ Atlanta, Georgia
",🇺🇸,0
"This. Coming. Saturday!! 5 Days to go Strikas Ent Presents... D A Y L I T - The Lit-Mas…
",🎄,1
"Happy 4th everyone @ Jordan Lake
",🇺🇸,0
"Happy Holidays you guys @ Beavercreek, Ohio
",🎄,1
"haters will say it’s fake. merry christmas from our nation’s capital, you filthy animals. @ The…
",🎄,1
"It was a family affair. #senioryear #Nutcracker2015 @ Mcallen Civic…
",🎄,1
"Today's views #merica #crosslake #cabin #labordayweekend #beautifulday @ Cross Lake, Minnesota
",🇺🇸,0
"Catch me if you can! @ Queens, New York
",😜,2
"The girls myamangin avamangin natster2003 monseejaime just put up our Christmas tree we are so…
",🎄,1
"How extra are you tho?? merica!!! @ Hopedale, Ohio
",🇺🇸,0
"a happy fourth indeed so blessed to live in this great country,…
",🇺🇸,0
"Left Eye Type Shit #Halloween2015 @ Saint Peter's University
",😜,2
"Getting work done and having a great lunch. These guys have wifi too @ PDQ
",😜,2
"Plenty more where this came from! FRIDAY- #WICKEDWINE onboard the STELLA BOREALIS. Hosted by.…
",😜,2
"But first, #hotdog ! @ Times Square, New York City
",🇺🇸,0
"Earlier today... #votingday #govote @ Washington Heights, Manhattan
",🇺🇸,0
"Central Park @ Central Park in NYC
",🇺🇸,0
"#whashington @ Marine Corps War Memorial
",🇺🇸,0
"Why they take a knee!!! @ Hollywood Burbank Airport - BUR
",🇺🇸,0
"We all decided the next weekend get away Hollywood. @ East Fork…
",😜,2
"Merry Christmas, from my house to yours. (Yes we're dysfunctional) @ Silverdale, Washington
",🎄,1
"Work Christmas Party... @ Hilton Garden Inn Houston NW/America Plaza
",🎄,1
"Christmas isn't Christmas without the fam (or cheesy captions) @user
",🎄,1
"softball nationals 2016 @ Harmodon Ball Diamonds
",🇺🇸,0
"#happyveteransday @ Waffle House
",🇺🇸,0
"Throwback with the Cornhole crew #Caps @ Ventura State Beach
",🇺🇸,0
"Tonight was pretty eventful.. this is only half of it @ Troy…
",😜,2
"#SnapChat #Caramelpassionx #DallasLiving #Living #Dallas #Texas @ Dallas, Texas
",😜,2
"Always up with pride! #dreams #nashville #energy #energygum #energybomb #energybombs…
",🇺🇸,0
"#assassassassass #vegas #sincity #bootyfordays @ Encore Beach Club
",😜,2
"My little brother is an Airman!!! So proud of you! We love you! @user
",🇺🇸,0
"Feel like I have a bit more complete image of USA now @ The Mall (Washington DC)
",🇺🇸,0
"That was fun! #tim&amp;faith #humbleandkind #greatview @ Amalie Arena
",😜,2
"My Wall Street home for the next few nights (at @user Hotel, World Trade Center)
",🇺🇸,0
"why it so lit @ Washington, District of Columbia
",🎄,1
"where's Mr. Grinch? #cindylou @ Whoville
",🎄,1
"Happy 4th of July!! Thanks kodacrossfitnative for having us this…
",🇺🇸,0
"It's that time. Make sure you get out and vote! @ Cleary…
",🇺🇸,0
"Happy December 4th!In December we Light it up... #25daysofchristmas #christmastree…
",🎄,1
"Merry Christmas @ New Berlin, Wisconsin
",🎄,1
"Leisurely lunch after some last minute Christmas shopping...with Michael! (@ J. Alexander's Restaurant)
",🎄,1
"Sang at the Highlands tonight. It's dark in there. Also, my cameramom was free... Will…
",😜,2
"Day 15 #usa #utah #monumentvalley #westcoast #roadtrip en Monument Valley
",🇺🇸,0
"dear santa, thanks for giving me an {elfin} amazing BIG @ Alpha…
",🎄,1
"Casa de Keeler Christmas was a huge success. Lots of giving and…
",🎄,1
"Troll Gift game was so much fun! Missing my family but gotta say I'm really lucky to have these…
",🎄,1
"Gearing up for the holidays with @user …
",🎄,1
"@ Don's Fish Camp
",🇺🇸,0
"Now this is Christmas #nevertoolatetocelebrate #christmas2017 @ Historic Springfield,…
",🎄,1
"Born in the USA @ United States
",🇺🇸,0
"Happy 4th ! Eat, play and be gay because life is too short to say no @ Austin, Texas
",🇺🇸,0
"New York City @ Top Of The Rock NYC
",🇺🇸,0
"Best time of year in the best place @ Upper Manhattan
",🎄,1
"Pick one lane for your life .. Hashtag #Like_this_liner ...#makeupartist #makeupbyfifo…
",😜,2
"Party like it's 1776 @ Budweiser Made in America Festival PA
",🇺🇸,0
"Got promoted to sergeant today. #99thDivision #DreamingPart3 @ Watson-Curtze Mansion
",🇺🇸,0
"Happy holidays from Stonebridge @ Stonebridge at Burlington
",🎄,1
"Found my spot! ....#ny #nyc #centralpark #igaddict #insta #instagramers #instagramer…
",😜,2
"Omg! Is this an original recipe, Hellz? RT @user You got me curious. Yummy I think
",😜,2
"Patriotic mermaid is patriotic, @ The Freckled Fin Restaurant &amp; Public House
",🇺🇸,0
"Tallest building in Western Hemisphere! (@ One World Observatory - @user in New York, NY)
",🇺🇸,0
"@user Right back to you, my friend! A blessed Christmas &amp; happy healthy 2016!
",🎄,1
"TIS THE SEASON @ Christkindlmarket Chicago
",🎄,1
"Had fun at Christmas in the caves and meeting the Grinch. #knoxville #karns #cherokeecaverns…
",🎄,1
"@ Los Angeles, Venice Beach
",🇺🇸,0
"It's Christmas time in the city #orpheusconcert #philly…
",🎄,1
"Had to throw on my #hennysocks @ Hollywood
",😜,2
"@ The Cynthia Woods Mitchell Pavilion
",🇺🇸,0
"Funeral procession for the fallen Hero Cory Iverson!! #RESTINPIECECORY @ Fillmore,…
",🇺🇸,0
"Y'all be flaunting your Primark, I do my shopping at Target @ Target
",😜,2
"'Merica. ....and yes there is an Elizabeth behind that shield.#merrychristmas #merica @ Shook…
",🇺🇸,0
"1st Row at Trump rally tonight. Big day tomorrow @ SNHU Arena
",🇺🇸,0
"My beautiful friend teresa.primiano #efracapoeira Merry Christmas @ The Meadows Of Crystal…
",🎄,1
"‘‘Tis the season @ Arts Of Life
",🎄,1
"Our yard is officially Christmas ready #inflatablesanta #inflatabledog #lightupcandycanes…
",🎄,1
"Happy holidays from the favorite child @ Logan Twp Nj
",🎄,1
"Dual thoughts of loss today. Always remember, never forget #grandmom #iwillalwaysloveyou…
",🇺🇸,0
"3rd year's a charm @ Big Island Lake Minnetonka
",🇺🇸,0
"Having a great time in the world of Mafia 3. New Orleans, Louisiana, USA. @ New Orleans,…
",🇺🇸,0
"#Sunday Dinner Gotta Eat @ Pittsburgh, Atlanta
",😜,2
"It’s beginning to look a lot like Christmas #MiracleInMotion @ Vous Church
",🎄,1
"Merry Christmas from these blondies @ NewSpring Church
",🎄,1
"Because... 'Merica #seayouattortuga #tortugamusicfestival #america #threebestfriends…
",🇺🇸,0
"Happy Friday!!!! #siberianhusky #treasureeverymoment @ Chicasaw Cabin
",😜,2
"#happy4th @ Donner Lake
",🇺🇸,0
"Decorating the tree. ''#tistheseason to remember the #good and to have #hope. @ Burbank,…
",🎄,1
"Who said you can't take a selfie when you meditate? #yogabreak @ Equinox
",😜,2
"@ Washington Monument National Monument
",🇺🇸,0
"Waterfront - Old Town - Virginia #usa #oldtown #alexandria #washingtondc #waterfront…
",🇺🇸,0
"TONIGHT FREEDOM at UNDERGROUND LOUNGE @user
",🇺🇸,0
"Merica @ United States
",🇺🇸,0
"When you can't dance, you just play with your hair instead Last month on location in South…
",😜,2
"#vacation #trip #tour #usa2016 @ Carlo's Bakery
",🇺🇸,0
"Everglades National Park Florida #awesome #tflers #beautiful #colors #florida #usa # America…
",🇺🇸,0
"So, um... Sometimes I rap. Don’t be jealous. But do catch me &amp; my fly #SuperstitionSyFy crew…
",😜,2
"Selecting the perfect Christmas Gift made easy with Lauren &amp; Syd’s help.#christmasgift…
",🎄,1
"Christmas, Christmas time is here @ ETSU Wesley Foundation
",🎄,1
"It was December 10th, but I didn't need a jacket @ The Plaza Hotel
",🎄,1
"@ Vista Way - Disney Housing
",🇺🇸,0
"I think North Carolina looks good on me @ Wilmington, North Carolina
",😜,2
"The annual Merry Uncle Tish-mas picture. 2015 2016 2017 @ Alameda, California
",🎄,1
"WorkCam having holiday fun while making coins #winterbreak…
",🎄,1
"Red, white &amp; boo thangs @ Madison, Ohio
",🇺🇸,0
"What a beautiful final salute for Grandpa. He would have been so proud. #marinecorps #TAPS @user
",🇺🇸,0
"The List is full #truthtopower #dncinphl @user @user #dnclit @ 990 Spring Garden
",🇺🇸,0
"#VeteransDay #godblessamerica if you have a chance thank a…
",🇺🇸,0
"#xmas2016 @ McGuire AFB/Ft. Dix
",🎄,1
"Rockin' those midi fiddles #midi #recording #chicagomusic #newmusic #2017 @ Pallet Sound
",😜,2
"Party in the USA!!! #LA @ Los Angeles, California
",🇺🇸,0
"THIS SHHHHHHHT CRAY-CRAY I'm just trying to get home! D.C. Traveling ain't NO…
",😜,2
"I liked Saturday so much, I’m doing it all over again! @ Terminal 6 - Los Angeles…
",🇺🇸,0
"TOUR LIFE AMIRIGHT @ Lolo's Surf Cantina
",😜,2
"If you were mine you would not get the same. If you were mine you would too everything. …
",😜,2
"Got the original crew back together to celebrate the 4th! …
",🇺🇸,0
"Happy 4th @ Summerfest
",🇺🇸,0
"It's Election Day 2016 | Did you know? The HUB is the largest polling place in Pennsylvania…
",🇺🇸,0
"Christmas trees are supposed to be green but whatever @ Rice Park
",🎄,1
"It ain’t looking for me trying to get in shape! It’s all good, I invest in undergarments! @user
",😜,2
"#bush #fourthofjulyweekend #portlandia @ The Deck
",🇺🇸,0
"2020 he's gonna run the whole election but for now vote for HER @ American Airline…
",🇺🇸,0
"I'm soooooo happy to see all of u guys in USA! I'm lookin' forward to seeing u guys in Japan…
",🇺🇸,0
"Happy 4th y'all!! #merica @ Mobile County, Alabama
",🇺🇸,0
"This moment was one in a million ,So proud of him @ Parris Island-…
",🇺🇸,0
"Salute to service @ Ralph Wilson Stadium
",🇺🇸,0
"Celebrating the 4th with @user #4thofjuly #america #usa #country @ West Alexander…
",🇺🇸,0
"To live is to adventure. To adventure is to live. I'm ready for this one! Goodbye, ! @ Central…
",🇺🇸,0
"With our favorite elves Jingles and Holly Jolly it’s our first…
",🎄,1
"I love DC @ United States Capitol
",🇺🇸,0
"It's the Most Wonderful Time of the Year! Be sure to book your baking parties, cupcake or…
",🎄,1
"Perfect architecture @ San Francisco, California
",🇺🇸,0
"Not an Alternative Fact! 12-4 today 2-10 on Christmas . Festivus lineup still rolling (see…
",🎄,1
"Salt fever #CekGoesToBonneville #ScuderiaDelSale #inSellait #RidersTeam #RidersMagazine…
",🇺🇸,0
"Love this post from christinellama! Come spend your fourth with us @ Copper Tan
",🇺🇸,0
"Morning #workflow #selfie . Yes, my extra-large small sweater reads: Of course I'm an organ &amp;…
",😜,2
"We actually keep these hanging all year but make them shine bright at Christmas At our home we…
",🎄,1
"#hope #newyork #eeuu #eeuu @ Time's Square
",🇺🇸,0
"Happy 4th to all of you. #independenceday #4thofjuly @ Broward County, Florida
",🇺🇸,0
"Merry Christmas from the Brauns @ Riverside, California
",🎄,1
"Now it sounds like the holidays. @user #mason…
",🎄,1
"@user x @user 12.22.17 @ The UC Theatre
",🎄,1
"Chewbacca Chocolate Cupcakes for a Star Wars themed party #glutenfree #glutenfreevegan #vegan…
",😜,2
"simply HAAAAVING a wonderful Christmas time @ Eastern 49-63, Kansas City, Missouri
",🎄,1
"I LOVE CHRISTMAS TIME! Anniversary traditions.. Dinner at Charley’s Crab, re-create marriage…
",🎄,1
"#MerryChristmas @ Austin, Texas
",🎄,1
"How @user does water! @user needs one of these Cheers to Oktoberfest! #craftbeer…
",😜,2
"Walked in for a haircut &amp; left as a blonde w a cool undercut @ JCPenney
",😜,2
"Early walk to get trapped in the tourism. #america #americana #usausausa #cali #sandiego…
",🇺🇸,0
"#MoMA #NYC # #myfav #marylin #modernart @ MoMA The Museum of Modern Art
",🇺🇸,0
"Merry Christmas everyone!!! #jesus #holynight #christmas #christmastree #christmas2016…
",🎄,1
"Voted! Only took a little over an hour! #govote @ Hunter Street…
",🇺🇸,0
"happy Christmas and merry new year @ Uniontown, Ohio
",🎄,1
"Guess what’s coming early this year?? #christmastree #christmasdecorations…
",🎄,1
"#happyfourthofjuly #merica #simpsons @ Eaves Woodland Hills
",🇺🇸,0
"the most wonderful time of the year #ovo @ Budweiser Stage
",🎄,1
"it's not every night that you get to put up Christmas lights 2 days before Christmas @user
",🎄,1
"Spur-of-the-moment trips to Nashville are the best with you #christmastime #christmaslights…
",🎄,1
"Christmas vibes at Magic Kingdom en Magic Kingdom Disney World
",🎄,1
"Me and my bro always having fun in the gym! @ Fitness Connection
",😜,2
"We will never forget! #9/11 #thelights #americaasfuck @ New York, New York
",🇺🇸,0
"'merica #letthefunbegin @ Wisdom Tree Hike
",🇺🇸,0
"6 HOURS UNTIL JINGLE BELLS ARE RINGING AND KOST IS SINGING!!! @ KOST 103.5
",🎄,1
"Cuban Sugar Cookies Sugar Cookies with a hint of lime. Love the way these crack on top.…
",🎄,1
"It's a beautiful Veteran's Day in the neighborhood! Thank you to all who have served @ LA Fashion…
",🇺🇸,0
"Christmas Party @ Daytona State College
",🎄,1
"The famous stick fight! Max-Henry Momo and Charms @user zoomies #zoomiesnycboy…
",😜,2
"What a weekend @ RWP's Off-Road Park
",😜,2
"She went all american for a night @ Kent State University
",🇺🇸,0
"Who’s excited for Christmas!? @ Olive Branch, Mississippi
",🎄,1
"thank you, Jesus, for days like today and memories like this @ Shady Pond Tree Farm
",🎄,1
"That time of the year #tistheseason @ Chenango Bridge, New York
",🎄,1
"Festive for me is wearing black white and gold and standing next to a Christmas tree.... @ Palm…
",🎄,1
"Christmas in the city #winter2017 #newyork #bigapple #holidayseason #rockerfellercenter…
",🎄,1
"“How’s my hair look, ma?” #charlotteannstevenson #whatcharleyandmaddywear @ Massachusetts
",😜,2
"My friendly neighborhood shoe lady was in quite the #ChristmasSpirit! #PutABirdOnIt…
",🎄,1
"Went to sleep like a real American boy @ Ohio
",🇺🇸,0
"Rare photo of two Nolans smiling emilysnolan @ Uptown Toronto
",🎄,1
"Merry Christmas Eve everybody! #setlist #standup #lineup #flappers #christmas #xmasshow2015 @user
",🎄,1
"Thank you to all our troops #MilitaryMonday @ Bank of America…
",🇺🇸,0
"El presidente #APhiLC16 @ Alpha Phi Leadership Conference
",🇺🇸,0
"Happy 4th @ Marina Bay Resort
",🇺🇸,0
"Nasty cut from my apple slicer... no way a donut would have cut me like this. …
",😜,2
"My Red White &amp; Blue Breakfast...Happy Veterans Day #militarydiet @ IHOP
",🇺🇸,0
"I'll take that one. #MC79Travels #LosAngeles @ The Grove
",🎄,1
"The road less traveled @ Grand Canyon, Arizona, United States
",🇺🇸,0
"how do you expect to get this work if you don't come to the church...... #force2carepodcast…
",😜,2
"Let this sink in @ San Marcos, California
",🇺🇸,0
"Happy birthday Thao, keep it classy and have a great day @ Oklahoma State University
",😜,2
"#reststop &amp; #flags @ Preble I81 REST STOP
",🇺🇸,0
"This song it all about me #sowavy #lamanadanyc shout out to @user
",😜,2
"Happy Holidays from our Family to your Family! @ Focus Eye Health &amp;…
",🎄,1
"Tilt-a-whirl wha??! @ Kiwanis Fairgrounds
",😜,2
"#morninglibations #cheers #wheninboston @ Stephanie's On Newbury
",🇺🇸,0
"Window overlooking lake Ontario, in Old Fort Niagara. #niagara #fort #usa #usa #travel…
",🇺🇸,0
"It’s Santa! Oh my God! I know him! #23daysuntilchristmas @user
",🎄,1
"Not content with just ‘meeting up in London’ we thought we’d do it Stateside #NYC #buddies…
",😜,2
"These colors don't run, so that I can every morning! #thankyou #nikeplus #nrc …
",🇺🇸,0
"#jeep top installed #3m #wrapped #ttgraphics #jeepbeef #jeeps #jeepjk #merica @ Testtube Graphics
",🇺🇸,0
"My new go to water... love it Recommended by my friend, skin coach &amp; biz partner Gwendolyn…
",😜,2
"can't wait to be in the great state of Virginia w the best people I know #tufffff @ State of…
",😜,2
"Merry Christmas @ Enumclaw, Washington
",🎄,1
"Me and most of my staff. Merry Christmas #nashville #lavergne #smyrna #murfreesboro @ Carpe Cafe
",🎄,1
"All crime is legal for the next 24 hours. Good luck and Happy Purge @ The Lodges of East Lansing
",🇺🇸,0
"Christmas time hikes #shareslo @ Madonna Mountain
",🎄,1
"Can't decide which ears to buy! #mickeyears #Disneyland #summer2017 #jackiehealthyliving…
",😜,2
"Happy 4th of July! #4thofjuly #happy4thofjuly #independenceday #usa #miami #florida…
",🇺🇸,0
"Seasons Greetings from Napa Valley @ The Napa Valley
",🎄,1
"Happy 4th @ Cupids Daiquiris
",🇺🇸,0
"Happy 4th of July y'all!! #mtcharleston #merica #Vegas @ Mt.…
",🇺🇸,0
"COME TO THE CIVIC CENTER TODAY AT 5:00 PM! #MeeahPrajakta is a part of @user Center's…
",🎄,1
"And his ego just got even bigger...if that is at all possoble …
",😜,2
"red white and burnt #happy4th @ United States
",🇺🇸,0
"went a little wild this 4th of July #tatted #merica @ Huntington Beach, California
",🇺🇸,0
"never liked you anyway @ La Habra, California
",😜,2
"Don't know what I'd do without them @ Christmas Village
",🎄,1
"Shocking, I know... #joesstonecrab @ Joe's Stone Crab
",😜,2
"09.12.17:‘‘Twas a great show. #ustheduo #christmus #holidayshow #tistheseason…
",🎄,1
"We choose you! @ Atwater-Jordon Christmas Forest
",🎄,1
"Christmas Lights + Hot Cocoa + Chocolate Pretzel Sticks + My Favorite People! My Heart so…
",🎄,1
"Fun with color and emojis with @user at @user Work by Shinji Murakami #art…
",😜,2
"You'd never guess we were 6 mimosas deep @ St. Johns River
",😜,2
"Working nights on the 4th of July #dispatchlife #fireworksnotgunshotsparty #merica …
",🇺🇸,0
"THIS THURSDAY GLITTERBOMB has put together one FANTASTIC one of a kind show!! not only will I…
",🎄,1
"@ Union Station, Washington D.C.
",🇺🇸,0
"#nofilterneeded #tistheseason #floridasunset @ Charlotte County,…
",🎄,1
"For Wiz Khalifa (@ Lure Nightclub - @user in Los Angeles, CA)
",😜,2
"Me and cassie!! #carrowinds2017 #familyvacation #christmastree @ Carrowinds Amusement Park
",🎄,1
"Flying half staff @ Marion, Indiana
",🇺🇸,0
"A Christmas Tree? #AIDSwalk #sf #goldengatepark #sunday @ Golden Gate Park
",🎄,1
"tidings of comfort and joy #merrychristmas @ The Hope Company
",🎄,1
"When you go see Luke Bryan, you have to dress patriotic @ Summerfest
",🇺🇸,0
"Lite cuba libre by the Hudson river side @ Azul Rooftop
",🇺🇸,0
"Christmas Eve @ Beberly Hills
",🎄,1
"No Fourth of July picnic is complete without these beauties! plus a little pink…
",🇺🇸,0
"Merry Christmas from all of us to all of you!! #merrychristmas #staugustine…
",🎄,1
"""I'm dreaming...of a delay-free Christmas "" (@ Los Angeles International Airport - @user
",🎄,1
"Nothing like our flags blowing in the breeze on a gorgeous Maine day! # #americanflag…
",🇺🇸,0
"What I would do to relive this moment.. @ Levi's Stadium
",🇺🇸,0
"In #texas after #shooting #shootingstar #porn #pornstar #usa #usa #photoshoot #photography…
",🇺🇸,0
"Happy Independence Day @ Chicago Union Station
",🇺🇸,0
"Did they give me the wrong pup #summerdays #toohot #breezy…
",😜,2
"Oh my deer Dasher and Dancer showed up at school today @ Oldham…
",🎄,1
"One of the three things I can cook @ Carolina Beach, North Carolina
",😜,2
"Peabody Hotel #downtownmemphis #tistheseason #christmas2017 @ The…
",🎄,1
"We give you everything u need! #PenthouseDayClub #SundayFunday #DayParty #LA #WeDaBest…
",😜,2
"blessings to the dude behind that is SUPER PUMPED. #itsasmallworldholiday #disneyland…
",🎄,1
"The club isn’t the best place to find a lover,So the bar is where I go -- Ed Sheehan is theee…
",😜,2
"Classic Cape Ann #gloucesterma #liveoncapeann #wreaths #mainstreet @ Live On Cape Ann
",🎄,1
"Hail to the Chief #houseofcards #frankunderwood #frankunderwood2016 #dc #smithsonian @user
",🇺🇸,0
"Happy 4th everyone! Have fun and stay safe! ..#justirvine #irvine #orangecounty #oc…
",🇺🇸,0
"Another crazy/fun night with my new fav people #sweek @ Ocean City…
",😜,2
"Fourth with the boys. @ Georgia
",🇺🇸,0
"I'm ready for CHANGE!! Trump/Pence @ East Roswell Library
",🇺🇸,0
"Searching for some cheesesteak... @ South Philadelphia
",🇺🇸,0
"Christmas con Sashita !! ritzcarlton #naples #christmastime @ The Ritz-Carlton Resorts of Naples
",🎄,1
"Gotta watch out for those Satis! They love holiday treats. …
",😜,2
"#LA #tiny #bro #cali # #m49 @ Los Angeles, California
",🇺🇸,0
"Walking out of the doctor's surgery to see this sure makes you feel good #Xmas lights #Xmas…
",🎄,1
"Christmas with my little grinch @ Foursquare Church
",🎄,1
"took my baby to see lights last night @ Sam Houston Race Park
",🎄,1
"Let's go America. Opening ceremony watching party. @ Boston's…
",🇺🇸,0
"#Namaste right here @ Cherry Grove, North Myrtle Beach
",😜,2
"(@ Riviera Palm Springs - @user in Palm Springs, CA)
",🎄,1
"So many of you said this was your favorite. What other rap did you like from this year?…
",🇺🇸,0
"Well look who it is. @ Siesta Key Beach
",😜,2
"Had this picture for a really long time and felt like posting it today @ Hollywood Walk of Fame
",😜,2
"Couldn't waste a day like today working out indoors. First trail run in a while.. 6.3 in 1:06…
",😜,2
"I lift, therefore I am @ Mesa Rim Climbing and Fitness
",😜,2
"Experta... nivel 100909 AAGL @ Rosen Shingle Creek
",🇺🇸,0
"Showing my brother around. First time in America So proud of this guy. @ Netflix
",🇺🇸,0
"Met this guy again yesterday #Beto2018 @ Oveal Williams Senior…
",🇺🇸,0
"A night at the theater. Love the Christmas tree! #holiday #giantornaments @ Heinz Hall for the…
",🎄,1
"Merry Christmas. we don't like each other @ Nicholasville, Kentucky
",🎄,1
"Thank you America, for so much. Glad to call you home. @ Whitewater Music Amphitheater
",🇺🇸,0
"going to find out who's naughty or nice @ A Christmas Fantasy Parade
",🎄,1
"It was a successful weekend to say the least #gettinfunkyatfunkys #sallieandtammy @ Oxford,…
",😜,2
"Merrymaking Christmas 2 out of the 5 are at home with the flu.…
",🎄,1
"Sad our long weekend on the lake felt so short, Happy late 4th!! …
",🇺🇸,0
"Merry Christmas ya filthy animals. @ Kevin McCallister
",🎄,1
"Ain't Nothing To Fuck With - Drinking a Stone Delicious IPA by @user at @user —
",🇺🇸,0
"I make single look good. @ Burton, Michigan
",😜,2
"CrazyFitBros doing the push-up pump before the fit expo. Putting those IHOP pancakes to work.…
",😜,2
"the most wonderful time of the year with the most wonderful friends @ Montgomery Zoo
",🎄,1
"“There’s no place like home.” @ Jefferson, Georgia
",🎄,1
"Objets D'Art Store for Christmas @ OBJETS D ART
",🎄,1
"Giant Christmas lights! @ Radio City Music Hall
",🎄,1
"the most wonderful time of the year #thebigapple @ Rockefeller Center
",🎄,1
"#goldengate #sanfrancisco #california en Golden Gate Bridge
",🇺🇸,0
"Make America great again. #trump2016 @ Tallassee, Fl
",🇺🇸,0
"My hair looks like Doc Brown's right now, but worth it. @ Fort Point
",🇺🇸,0
"Christmas Party . @ The Georgian Terrace Hotel
",🎄,1
"Company picnic @ California's Great America
",😜,2
"It's not much but my Charlie Brown tree does make the place feel more festive #holiday…
",🎄,1
"Time to get more ""culture"" #SmartDan (@ The @user in Chicago, IL)
",😜,2
"ITS DIXIE CHICKS TIME Y'ALL @ Gexa Energy Pavilion
",😜,2
"Four days @ New York, New York
",🎄,1
"The top of my tree looks well ...... my Inner DRAG QUEEN !!! Love it ! Happy Christmas …
",🎄,1
"to 44 #happybirthdayobama #ocaptainmycaptain @ The Obama White House
",🇺🇸,0
"Getting lunch at the last Food truck roundup after voting #geauxvote @ Parc Lafayette
",🇺🇸,0
"#decriminalizecannabis in #georgia USA #realfreedom #legalizemarijuana #dedncide @ Newton…
",🇺🇸,0
"Let's make some lobster from Maine tonight always by @user and @user #food…
",😜,2
"Better drink it before it's gone! #lychee #punch #bubbletea @ Coney Island
",😜,2
"See... What had happened was... (@ Wally's Mills Avenue Liquors in Orlando, FL)
",😜,2
"Lake life @ Higgins Lake, Michigan
",🇺🇸,0
"This weather got me all mumbo jumbo for gumbo! @ Mongers Market + Kitchen
",😜,2
"just taking photos of other people's drinks. @ Dylan's Candy Bar Chicago
",😜,2
"Christmas &amp; Cocktails @ Citizen Private Club In The Gulch
",🎄,1
"@ Alabama A&amp;M University
",😜,2
"#oldglory #1776 #usa @ Fort Myers Beach, Florida
",🇺🇸,0
"The eternal throne of Honest Abe #LincolnMemorial #WashingtonDC @ Lincoln Memorial
",🇺🇸,0
"Love you to grandma!I love getting these simple emails @ BNSF…
",😜,2
"Oh deer, I think we {SLEIGH}ed the Christmas party @ Emeralds Restaurant
",🎄,1
"New blog post on this election , totally unbiased! ""Rest in Him you guys, and you’ll get…
",🇺🇸,0
"Purple people #Epcot #disneyworld #orlando#fiance#couple#cute#fun#adventure @user @user
",😜,2
"Christmas Eve Party Have you been good or naughty this Christmas? Come get you some…
",🎄,1
"Happy belated Malia Obama Day @ St Ives Country Club
",🇺🇸,0
"@user highberryfestival #thefarm #liveeditslab #floozies #highberry #merica @ The Farm…
",🇺🇸,0
"Multitasking. Merry Christmas everyone. Hope Santa is good to you. @ Kirkendall North
",🎄,1
"Merry Christmas NOLA #neworleans @ New Orleans, Louisiana
",🎄,1
"From sea to shinning sea @ Gulf of Mexico
",🇺🇸,0
"He takes after his daddy, proud to be an American. #hank #merica @user
",🇺🇸,0
"Cool #NY #chinatown @ China Town, Manhattan, New York City
",😜,2
"The Great Wave off Kanagawa, The Great Pile of Plates and The Great Dork #tbt #lacrepenanou…
",😜,2
"Celebratory picture #MAGA @ Mr. Feather's
",🇺🇸,0
